label,path,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/50f5e6c5fdc9f065f0006de3.jpg,-1.1049492,-4.3591228,3.5905216,-0.23679587,-0.8810734,-0.84781516,-2.3491914,-0.08420755,-5.8994126,-0.7922083,1.938791,1.6086038,-3.5467882,-0.6962798,4.2243233,-0.6725248,-0.78270626,0.8572313,-1.2845501,-1.2410504,0.17944376,0.6773413,0.89504063,-0.2794082,-2.5927045,-0.37083215,2.380168,-1.0698717,-1.3338646,1.1543565,2.053526,-2.8448257,-2.418371,-0.066383354,-1.5733416,-5.4913735,-0.88487506,-1.8422333,-0.16998945,-3.7400854,3.3450785,-2.5159767,-2.5981739,1.6290344,2.5123513,-2.1724632,-0.06356581,5.038496,-2.7120776,-3.5676205
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/513cba6efdc9f03587000de3.jpg,4.1385703,0.034720704,-3.640633,0.30525672,1.7594311,1.4691828,-1.6265155,3.287326,-4.673291,-0.9801474,-3.076457,0.96692127,2.9646714,-2.4714937,1.490956,-0.47795293,4.8810267,-0.6225673,-0.7988853,2.6832342,3.9835157,0.88552225,-0.30248752,-4.8666077,2.0292745,-2.9921513,2.1074145,-2.8492768,3.6251845,2.248721,-1.3735967,3.7608678,-6.35639,-4.1003213,-1.8491986,-3.5397198,-0.8217367,-0.07617682,1.0581206,-0.9364441,-3.0541499,2.8957086,-2.9723194,-4.1258397,2.691042,-1.6698067,0.8418805,5.3885694,0.44588816,1.6519662
1,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/513f2f98fdc9f0358700dde0.jpg,-0.46701524,-4.4525642,1.606303,-0.60384905,-0.6891269,1.8642616,-0.90923595,-0.20593083,-3.261362,-1.0696477,1.3638737,-0.57979417,-0.6043992,-1.7896827,3.131218,-0.95881057,0.21210204,-1.4140321,-0.42188308,-0.41983128,4.025254,-0.62637156,0.31006563,0.5303871,-2.7519176,-1.4092202,0.9182829,-2.04143,0.8372364,-0.8752061,2.5921092,0.5219878,-1.1641243,-0.5222232,-0.5001522,-1.9658964,-0.9513129,-2.4172902,1.4256929,-3.387366,-0.6293398,-2.2012002,-2.6268072,-0.8579987,2.0984719,-1.0433784,-0.6778416,2.7897956,-0.13365254,-4.207597
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/513d607cfdc9f03587003d15.jpg,-0.4192746,-2.2915993,2.5763247,0.03727565,-1.4831492,-1.40009,-3.121655,0.905106,-3.8072777,-1.0066624,0.9064324,2.2520995,-3.2687764,-0.44836795,3.2081609,-0.19802642,-0.17633882,1.7625439,-2.1266055,-0.71288055,0.4202392,1.862942,1.325903,0.92329144,-1.081293,-0.26173502,3.369719,-1.0265988,-0.2922013,2.007857,1.5371703,-4.6152263,-0.536663,-0.8244104,-1.6372659,-3.6402946,-0.97274446,-1.5322443,-0.0056868047,-3.2546594,4.85689,-1.118905,-0.7631437,2.9454768,2.4762814,-1.775207,0.90570414,2.8371682,-3.4421995,-1.3560634
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/513cb990fdc9f03587000d1a.jpg,2.6493616,-0.1490989,-2.5059278,1.1761217,2.149015,2.064125,-0.037497953,1.5983063,-4.892319,0.08497221,-1.5871016,0.15436162,1.3592774,0.52741647,0.89025205,0.27180532,2.4761577,1.643554,0.32822913,0.502209,4.3349347,0.1338659,-2.3021626,-4.2160234,2.7560487,1.0118223,0.18347259,-2.7962084,2.3411844,1.807413,-3.177748,-0.36383924,-4.911021,-3.5972502,-2.4670377,-4.7275257,1.6047119,1.6886661,-0.4604613,0.32331684,0.94321,2.3738072,-0.51265955,-1.3897507,0.9370485,-1.097089,1.5606176,5.336779,-1.0505602,1.2249234
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/513e1eeffdc9f03587009dcd.jpg,-0.43468764,-0.3058995,-0.035180625,-0.79699075,0.1370714,-0.5652134,-2.229781,-0.11345193,-4.5461974,-1.5058619,-0.197264,0.52986294,-0.8535583,-1.423917,0.9118044,1.4927804,0.7018987,2.9418046,-2.252409,-0.6698029,2.400777,2.2887015,1.3813508,-1.7318062,0.8159204,-1.3868581,2.1380277,-2.1118715,0.75102025,1.696892,-0.57583594,-1.5615957,-2.7036197,-2.5515504,-1.3156146,-4.0820436,-1.3171724,-0.42673397,-0.2731236,-1.9249384,2.473205,-0.19942527,-0.9139279,0.85705096,2.0031245,-1.6826314,2.0944955,3.9729862,-3.6305501,0.084879845
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/5140cc69fdc9f04926002dc3.jpg,0.22104031,-2.661684,1.2518578,-1.8496207,-0.018401995,-1.075767,-3.8348432,0.4545461,-3.1674902,-2.0562394,0.89128155,2.6333299,-2.1026337,-0.9475752,3.4901156,-0.15652624,0.3672348,2.0035174,-3.1037877,-0.2075169,1.733228,1.3910385,2.6555407,-1.7154349,-0.6740043,-0.73142695,3.8834686,-3.2810895,0.16557766,1.3468549,0.5902038,-1.4994587,-2.7089489,-2.7084763,-1.6896986,-2.9383337,-1.0189301,-0.24445222,0.1072841,-2.3217857,2.142131,-0.48840916,-0.51312023,-0.0955697,2.4811335,-0.4374971,0.8177358,2.6651285,-4.0631676,-1.3020595
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/513d4965fdc9f03587002dc7.jpg,-0.53575534,-4.8763885,3.1448936,-0.4259105,-1.9758375,-0.08151277,-2.0865746,-0.07780939,-6.0662394,-0.8593478,1.5776379,1.6936796,-3.16996,0.12996778,4.6549234,-1.0593363,-0.5389876,0.78215396,-1.0549585,-1.0028155,1.0946932,-0.3671286,0.5108395,0.82041425,-2.4010987,0.7293617,1.9155848,-1.6943728,-1.0692204,0.2990268,1.9388366,-4.3393855,-1.4965286,-0.7171818,-1.5293956,-5.794027,0.13072091,-1.3294631,0.83742326,-3.6652164,4.529777,-2.0088553,-2.1524968,2.3599017,1.8680376,-1.5963262,-0.2960924,5.188372,-2.7630987,-3.5983446
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/50f5ead6fdc9f065f0007dce.jpg,2.310155,0.107917726,-0.29120576,-0.0043565575,0.09665709,-2.284268,-5.208059,2.8611953,0.6010271,-2.7752554,-1.3853282,5.242905,-0.5905598,0.10098647,2.342849,-0.14172217,2.557324,1.9484761,-4.195086,2.834377,0.16761504,1.436317,2.9741924,-1.4535236,1.237035,-0.6090483,5.257407,-1.6477747,1.2502673,1.0231514,1.0211775,-0.83948153,-1.8734881,-2.267422,-1.0882887,0.8261092,-0.39225036,-0.5977508,0.14074545,-2.2785778,1.0830677,2.2176993,1.9464021,-0.47175854,1.700559,-0.350523,0.78343236,-0.8168557,-4.5941434,1.9306753
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/513e5d6efdc9f0358700adc1.jpg,-0.72981054,-2.254445,1.8369377,-1.9229463,0.2827664,-1.6063576,-3.800084,-0.105772674,-2.536025,-1.9519486,1.4578085,2.20357,-2.783087,-1.1326071,2.9979038,0.3971865,-0.5076226,2.6890388,-3.2319713,-0.98433185,1.2906287,2.1590276,3.0117643,-1.6759421,-0.6972406,-0.91157246,3.8974607,-3.024848,-0.2524913,1.8580332,0.386512,-1.82376,-2.1693244,-2.328797,-1.7692044,-2.4510205,-1.528464,-0.14950939,-0.6275054,-1.9882746,2.5923228,-1.0690558,-0.11388985,0.44036856,2.6883094,-0.37462232,1.2327983,1.8864743,-4.4452214,-1.3332646
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/51409941fdc9f04926000dc1.jpg,-0.2110706,-4.307385,2.376219,-0.86378187,-0.5501914,0.1727325,-2.4263911,0.50538164,-4.5608206,-1.0719706,1.7758715,1.4838997,-2.771583,-1.2915537,4.3408427,-0.8420313,-0.40975553,0.49303377,-1.282144,-1.2173892,2.2638452,0.8073794,0.7842409,-0.3201703,-2.1475425,-0.64364904,2.8318722,-2.9210155,-0.014566669,1.7040857,1.1252755,-2.0482209,-1.9402132,-1.8113556,-2.1135056,-3.9381654,-0.9768163,-0.9449311,0.546745,-2.6795382,2.380107,-1.8113601,-2.2810335,0.49824545,2.9527197,-0.87673265,0.28951436,3.8664796,-1.8847296,-3.291273
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/513d6112fdc9f03587003dcc.jpg,1.7181338,-4.249783,0.65574,1.316022,0.49599957,2.3955388,-0.28404802,1.3251388,-3.598977,-0.13855171,0.667629,1.2041548,-0.6147255,0.7981369,3.7946873,-1.4631169,0.8727095,-0.5242443,0.82100147,-0.07874246,3.6105933,-1.7719467,-2.4966078,-1.0794849,-0.85227555,1.779628,0.48345822,-2.787139,0.91693544,0.5118295,-0.5050398,-0.76012725,-2.5400167,-1.6649063,-2.4261882,-2.9223049,1.8382117,0.5616157,0.8364449,-1.0240815,0.5484568,-0.030553084,-1.2616924,-1.2243727,1.3565454,-0.13694501,-0.33650288,3.72376,-0.051424675,-2.6608121
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/513f2f89fdc9f0358700ddc4.jpg,0.784079,-0.9493758,-0.21782705,-0.82613367,2.0263827,0.028300235,-2.0426834,0.7189271,-4.001472,-0.7623303,0.30659753,1.3357872,-1.2946857,-0.11799864,1.8389513,0.43802908,0.4288126,2.721969,-1.5564547,-0.7879889,2.6965315,1.4618,0.33852178,-3.6935155,1.2105856,0.49673468,2.2828057,-3.416506,0.76349217,2.4195259,-2.0038848,-1.37434,-4.048162,-3.2993655,-2.3308456,-4.0431614,0.14056423,1.2823957,-1.2478652,-0.4237213,2.22845,0.57983744,-0.015028372,-0.37763557,1.7756832,-0.58189845,1.8214554,3.8792443,-3.1375518,0.12919097
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/5140cc55fdc9f04926002d92.jpg,0.12270588,-1.6243023,2.1648548,-1.2211299,-1.4248693,-2.7660897,-5.056117,1.1851753,-1.6336935,-2.3768969,0.17260088,4.276785,-2.748544,0.20853822,3.3786929,-0.52591,0.5853016,2.0631716,-4.158081,1.1640127,-0.6120963,1.1736959,3.8684413,0.07122035,-0.6304782,-0.26363313,4.8617544,-1.2214595,-0.5638939,0.29664233,2.8349285,-3.8325555,-0.9348434,-0.9392834,-0.4240124,-1.743007,-0.8500448,-1.6796104,0.014277831,-3.9927416,4.1777506,-0.13021095,1.0974152,2.283438,1.7611274,-1.017362,0.19455546,0.70453876,-5.412374,-0.18532793
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/513d6136fdc9f03587003dfc.jpg,1.1957803,-3.56037,0.4501722,0.35821357,-1.4233195,1.6688352,-0.83954287,1.0681186,-4.001305,-0.46616668,0.55392337,0.98496264,-1.2167943,-0.779943,3.5109334,-0.44979712,0.5012643,0.48164427,0.18453865,-1.1827046,3.6049056,0.175098,-1.6058767,1.0878286,-0.6960925,0.39283475,1.2926276,-3.5568826,1.2021326,2.370031,-1.327146,-2.49096,-0.5204958,-3.06526,-3.0846467,-3.2433386,0.25667307,1.0025827,2.0110157,-0.43761802,2.3082674,-0.35277507,-2.110437,0.3986999,2.3815954,0.07654522,1.1433675,3.811067,-0.38788128,-2.1378415
